sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,guardian,studytime,failures,schoolsup,famsup,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,alc_total,alc_risk,health,absences
F,18,U,GT3,A,4,4,at_home,teacher,mother,2,0,yes,no,no,yes,no,4,3,4,1,1,2,False,3,6
F,17,U,GT3,T,1,1,at_home,other,father,2,0,no,yes,no,yes,no,5,3,3,1,1,2,False,3,4
F,15,U,LE3,T,1,1,at_home,other,mother,2,3,yes,no,no,yes,no,4,3,2,2,3,5,False,3,10
F,15,U,GT3,T,4,2,health,services,mother,3,0,no,yes,yes,yes,yes,3,2,2,1,1,2,False,5,2
F,16,U,GT3,T,3,3,other,other,father,2,0,no,yes,no,yes,no,4,3,2,1,2,3,False,5,4
M,16,U,LE3,T,4,3,services,other,mother,2,0,no,yes,yes,yes,no,5,4,2,1,2,3,False,5,10
M,16,U,LE3,T,2,2,other,other,mother,2,0,no,no,no,yes,no,4,4,4,1,1,2,False,3,0
F,17,U,GT3,A,4,4,other,teacher,mother,2,0,yes,yes,no,yes,no,4,1,4,1,1,2,False,1,6
M,15,U,LE3,A,3,2,services,other,mother,2,0,no,yes,no,yes,no,4,2,2,1,1,2,False,1,0
M,15,U,GT3,T,3,4,other,other,mother,2,0,no,yes,yes,yes,no,5,5,1,1,1,2,False,5,0
F,15,U,GT3,T,4,4,teacher,health,mother,2,0,no,yes,no,yes,no,3,3,3,1,2,3,False,2,0
F,15,U,GT3,T,2,1,services,other,father,3,0,no,yes,yes,yes,no,5,2,2,1,1,2,False,4,4
M,15,U,LE3,T,4,4,health,services,father,1,0,no,yes,yes,yes,no,4,3,3,1,3,4,False,5,2
M,15,U,GT3,T,4,3,teacher,other,mother,2,0,no,yes,no,yes,no,5,4,3,1,2,3,False,3,2
M,15,U,GT3,A,2,2,other,other,other,3,0,no,yes,no,yes,yes,4,5,2,1,1,2,False,3,0
F,16,U,GT3,T,4,4,health,other,mother,1,0,no,yes,no,yes,no,4,4,4,1,2,3,False,2,4
F,16,U,GT3,T,4,4,services,services,mother,3,0,no,yes,yes,yes,no,3,2,3,1,2,3,False,2,6
F,16,U,GT3,T,3,3,other,other,mother,2,0,yes,yes,yes,yes,no,5,3,2,1,1,2,False,4,4
M,17,U,GT3,T,3,2,services,services,mother,1,3,no,yes,yes,yes,no,5,5,5,2,4,6,False,5,16
M,16,U,LE3,T,4,3,health,other,father,1,0,no,no,yes,yes,no,3,1,3,1,3,4,False,5,4
M,15,U,GT3,T,4,3,teacher,other,mother,2,0,no,no,no,yes,no,4,4,1,1,1,2,False,1,0
M,15,U,GT3,T,4,4,health,health,father,1,0,no,yes,no,yes,no,5,4,2,1,1,2,False,5,0
M,16,U,LE3,T,4,2,teacher,other,mother,2,0,no,no,yes,yes,no,4,5,1,1,3,4,False,5,2
M,16,U,LE3,T,2,2,other,other,mother,2,0,no,yes,yes,yes,no,5,4,4,2,4,6,False,5,0
F,15,R,GT3,T,2,4,services,health,mother,3,0,yes,yes,yes,yes,no,4,3,2,1,1,2,False,5,2
F,16,U,GT3,T,2,2,services,services,mother,1,2,no,yes,no,yes,no,1,2,2,1,3,4,False,5,14
M,15,U,GT3,T,2,2,other,other,mother,1,0,no,yes,no,yes,no,4,2,2,1,2,3,False,5,2
M,15,U,GT3,T,4,2,health,services,mother,1,0,no,no,no,yes,no,2,2,4,2,4,6,False,1,4
M,16,U,LE3,A,3,4,services,other,mother,2,0,yes,yes,yes,yes,no,5,3,3,1,1,2,False,5,4
M,16,U,GT3,T,4,4,teacher,teacher,mother,2,0,no,yes,yes,yes,yes,4,4,5,5,5,10,True,5,16
M,15,U,GT3,T,4,4,health,services,mother,2,0,no,yes,no,yes,no,5,4,2,3,4,7,True,5,0
M,15,U,GT3,T,4,4,services,services,mother,2,0,no,yes,yes,yes,no,4,3,1,1,1,2,False,5,0
M,15,R,GT3,T,4,3,teacher,at_home,mother,2,0,no,yes,yes,yes,yes,4,5,2,1,1,2,False,5,0
M,15,U,LE3,T,3,3,other,other,mother,2,0,no,no,yes,yes,no,5,3,2,1,1,2,False,2,0
M,16,U,GT3,T,3,2,other,other,mother,1,0,no,yes,no,yes,no,5,4,3,1,1,2,False,5,0
F,15,U,GT3,T,2,3,other,other,father,1,0,no,yes,yes,yes,no,3,5,1,1,1,2,False,5,0
M,15,U,LE3,T,4,3,teacher,services,mother,3,0,no,yes,yes,yes,no,5,4,3,1,1,2,False,4,2
M,16,R,GT3,A,4,4,other,teacher,mother,3,0,no,yes,yes,yes,yes,2,4,3,1,1,2,False,5,7
F,15,R,GT3,T,3,4,services,health,mother,3,0,yes,yes,yes,yes,no,4,3,2,1,1,2,False,5,2
F,15,R,GT3,T,2,2,at_home,other,mother,1,0,yes,yes,yes,yes,no,4,3,1,1,1,2,False,2,8
F,16,U,LE3,T,2,2,other,other,mother,2,1,no,yes,yes,yes,yes,3,3,3,1,2,3,False,3,25
M,15,U,LE3,T,4,4,teacher,other,other,1,0,no,yes,no,yes,yes,5,4,3,2,4,6,False,5,8
M,15,U,GT3,T,4,4,services,teacher,father,2,0,no,yes,yes,yes,no,4,3,3,1,1,2,False,5,2
M,15,U,GT3,T,2,2,services,services,father,1,0,yes,yes,no,yes,no,5,4,1,1,1,2,False,1,0
F,16,U,LE3,T,2,2,other,at_home,father,2,1,yes,no,yes,yes,no,4,3,3,2,2,4,False,5,14
F,15,U,LE3,A,4,3,other,other,mother,2,0,yes,yes,yes,yes,yes,5,2,2,1,1,2,False,5,8
F,16,U,LE3,A,3,3,other,services,mother,2,0,no,yes,no,yes,no,2,3,5,1,4,5,False,3,12
M,16,U,GT3,T,4,3,health,services,mother,4,0,no,no,yes,yes,no,4,2,2,1,1,2,False,2,4
M,15,U,GT3,T,4,2,teacher,other,mother,2,0,no,yes,no,yes,no,4,3,3,2,2,4,False,5,2
F,15,U,GT3,T,4,4,services,teacher,father,2,1,yes,yes,yes,yes,no,4,4,4,1,1,2,False,3,2
F,16,U,LE3,T,2,2,services,services,mother,2,0,no,yes,no,yes,no,4,3,3,2,3,5,False,4,2
F,15,U,LE3,T,4,2,health,other,mother,2,0,no,yes,no,yes,no,4,3,3,1,1,2,False,5,2
M,15,U,LE3,A,4,2,health,health,father,1,1,no,no,no,yes,no,5,5,5,3,4,7,True,5,6
F,15,U,GT3,T,4,4,services,services,mother,1,0,yes,yes,no,yes,no,3,3,4,2,3,5,False,5,0
F,15,U,LE3,A,3,3,other,other,mother,1,0,no,no,no,yes,no,5,3,4,4,4,8,True,1,6
F,16,U,GT3,A,2,1,other,other,mother,2,0,no,no,yes,yes,yes,5,3,4,1,1,2,False,2,8
F,15,U,GT3,A,4,3,services,services,mother,2,0,no,yes,yes,yes,no,4,3,2,1,1,2,False,1,0
M,15,U,GT3,T,4,4,teacher,health,mother,2,0,no,yes,yes,yes,no,3,2,2,1,1,2,False,5,4
M,15,U,LE3,T,1,2,other,at_home,father,2,0,yes,yes,yes,yes,no,4,3,2,1,1,2,False,5,2
F,16,U,GT3,T,4,2,services,other,mother,2,0,no,yes,no,yes,no,4,2,3,1,1,2,False,5,2
F,16,R,GT3,T,4,4,health,teacher,mother,2,0,no,yes,yes,yes,no,2,4,4,2,3,5,False,4,6
F,16,U,GT3,T,1,1,services,services,father,1,0,yes,yes,yes,yes,yes,5,5,5,5,5,10,True,5,6
F,16,U,LE3,T,1,2,other,services,father,2,0,yes,no,yes,yes,no,4,4,3,1,1,2,False,1,4
F,16,U,GT3,T,4,3,teacher,health,mother,3,0,yes,yes,yes,yes,no,3,4,4,2,4,6,False,4,2
F,15,U,LE3,T,4,3,services,services,father,2,0,yes,no,yes,yes,yes,4,4,4,2,4,6,False,2,0
F,16,U,LE3,T,4,3,teacher,services,mother,2,0,no,yes,yes,yes,no,5,4,3,1,2,3,False,1,2
M,15,U,GT3,A,4,4,other,services,mother,4,0,no,yes,yes,yes,yes,1,3,3,5,5,10,True,3,4
F,16,U,GT3,T,3,1,services,other,mother,4,0,yes,yes,no,yes,no,4,3,3,1,2,3,False,5,4
F,15,R,LE3,T,2,2,health,services,mother,2,0,yes,yes,no,yes,no,4,1,3,1,3,4,False,4,2
F,15,R,LE3,T,3,1,other,other,father,4,0,no,yes,no,yes,no,4,4,2,2,3,5,False,3,12
M,16,U,GT3,T,3,1,other,other,father,4,0,no,yes,no,yes,no,4,3,2,1,1,2,False,5,0
M,15,U,GT3,T,4,2,other,other,mother,4,0,no,no,no,yes,no,3,3,3,1,1,2,False,3,0
F,15,R,GT3,T,1,1,other,other,mother,2,2,yes,yes,no,yes,yes,3,3,4,2,4,6,False,5,2
M,16,U,GT3,T,3,1,other,other,mother,1,0,no,no,yes,yes,no,5,3,2,2,2,4,False,5,2
F,16,U,GT3,T,3,3,other,services,mother,2,0,yes,yes,yes,yes,no,4,3,3,2,4,6,False,5,54
M,15,U,GT3,T,4,3,teacher,other,mother,2,0,no,yes,yes,yes,no,4,3,3,2,3,5,False,5,6
M,15,U,GT3,T,4,0,teacher,other,mother,4,0,no,no,yes,yes,no,3,4,3,1,1,2,False,1,8
F,16,U,GT3,T,2,2,other,other,mother,4,0,no,no,no,yes,yes,5,2,3,1,3,4,False,3,0
M,17,U,GT3,T,2,1,other,other,mother,1,3,yes,yes,yes,no,no,4,5,1,1,1,2,False,3,2
F,16,U,GT3,T,3,4,at_home,other,mother,2,0,no,yes,no,yes,no,2,4,3,1,2,3,False,3,12
M,15,U,GT3,T,2,3,other,services,father,1,0,yes,yes,yes,yes,yes,3,2,2,1,3,4,False,3,2
M,15,U,GT3,T,2,3,other,other,mother,3,0,yes,no,no,yes,no,5,3,2,1,2,3,False,5,4
F,15,U,LE3,T,3,2,services,other,mother,2,0,no,yes,no,yes,no,4,4,4,1,1,2,False,5,10
M,15,U,LE3,T,2,2,services,services,mother,2,0,no,no,yes,yes,no,5,3,3,1,3,4,False,4,4
F,15,U,GT3,T,1,1,other,other,father,2,0,no,yes,yes,yes,no,4,3,2,2,3,5,False,4,2
F,15,U,GT3,T,4,4,services,services,father,2,2,no,no,no,yes,yes,4,4,4,2,3,5,False,5,6
F,16,U,LE3,T,2,2,at_home,other,mother,2,0,no,yes,no,yes,no,4,3,4,1,2,3,False,2,4
F,15,U,GT3,T,4,2,other,other,mother,3,0,no,yes,yes,yes,no,5,3,3,1,3,4,False,1,4
M,16,U,GT3,T,2,2,services,other,father,2,1,no,no,yes,yes,no,4,4,2,1,1,2,False,3,12
M,16,U,LE3,A,4,4,teacher,health,mother,2,0,no,yes,no,yes,no,4,1,3,3,5,8,True,5,18
F,16,U,GT3,T,3,3,other,other,mother,3,0,no,yes,no,yes,yes,4,3,3,1,3,4,False,4,0
F,15,U,GT3,T,4,3,services,other,mother,1,0,no,no,yes,yes,no,4,5,5,1,3,4,False,1,4
F,16,U,LE3,T,3,1,other,other,father,2,0,yes,yes,no,yes,no,3,3,3,2,3,5,False,2,4
F,16,U,GT3,T,4,2,teacher,services,mother,2,0,no,yes,yes,yes,no,5,3,3,1,1,2,False,1,0
M,15,U,LE3,T,2,2,services,health,mother,4,0,no,yes,yes,yes,no,4,3,4,1,1,2,False,4,6
F,15,R,GT3,T,1,1,at_home,other,mother,4,1,yes,yes,yes,yes,no,3,1,2,1,1,2,False,1,2
M,16,R,GT3,T,4,3,services,other,mother,1,0,yes,yes,yes,yes,no,3,3,3,1,1,2,False,4,2
F,16,U,GT3,T,2,1,other,other,mother,2,0,no,yes,no,yes,yes,4,3,5,1,1,2,False,5,2
F,16,U,GT3,T,4,4,other,other,mother,1,0,no,no,yes,yes,no,5,3,4,1,2,3,False,1,6
F,16,U,GT3,T,4,3,other,at_home,mother,3,0,yes,yes,no,yes,no,5,3,5,1,1,2,False,3,0
M,16,U,GT3,T,4,4,services,services,mother,1,0,yes,yes,yes,yes,no,4,5,5,5,5,10,True,4,14
M,16,U,GT3,T,4,4,services,teacher,father,3,0,no,yes,yes,yes,yes,4,4,3,1,1,2,False,4,0
M,15,U,GT3,T,4,4,services,other,mother,1,0,no,yes,yes,yes,no,5,3,3,1,1,2,False,5,4
F,15,U,GT3,T,3,2,services,other,mother,2,0,yes,yes,no,yes,no,4,3,5,1,1,2,False,2,26
M,15,U,GT3,A,3,4,services,other,mother,2,0,no,yes,yes,yes,no,5,4,4,1,1,2,False,1,0
F,15,U,GT3,A,3,3,other,health,father,4,0,yes,no,no,yes,no,4,3,3,1,1,2,False,4,10
F,15,U,GT3,T,2,2,other,other,mother,4,0,yes,yes,no,yes,no,5,1,2,1,1,2,False,3,8
M,16,U,GT3,T,3,3,services,other,father,3,0,no,yes,yes,yes,no,5,3,3,1,1,2,False,5,2
M,15,R,GT3,T,4,4,other,other,father,4,0,no,yes,yes,yes,yes,1,3,5,3,5,8,True,1,6
F,16,U,LE3,T,4,4,health,health,mother,3,0,no,yes,yes,yes,yes,5,4,5,1,1,2,False,4,4
M,15,U,LE3,A,4,4,teacher,teacher,mother,1,0,no,no,yes,yes,no,5,5,3,1,1,2,False,4,6
F,16,R,GT3,T,3,3,services,other,father,3,1,yes,yes,yes,yes,no,4,1,2,1,1,2,False,2,0
F,16,U,GT3,T,2,2,at_home,other,mother,2,1,yes,no,yes,yes,no,3,1,2,1,1,2,False,5,6
M,15,U,LE3,T,4,2,teacher,other,mother,1,0,no,no,no,yes,no,3,5,2,1,1,2,False,3,10
M,15,R,GT3,T,2,1,health,services,mother,2,0,no,no,yes,yes,yes,5,4,2,1,1,2,False,5,8
M,16,U,GT3,T,4,4,teacher,teacher,father,2,0,no,yes,yes,yes,no,5,4,4,1,2,3,False,5,2
M,15,U,GT3,T,4,4,other,teacher,father,2,0,no,yes,yes,yes,no,4,4,3,1,1,2,False,2,2
M,16,U,GT3,T,3,3,other,services,father,1,0,no,no,yes,yes,no,5,4,2,1,1,2,False,5,0
M,17,R,GT3,T,1,3,other,other,father,2,1,no,yes,yes,yes,no,5,2,4,1,4,5,False,5,20
M,15,U,GT3,T,3,4,other,other,father,1,0,no,no,no,yes,no,3,4,3,1,2,3,False,4,6
F,15,U,GT3,T,1,2,at_home,services,mother,2,0,no,no,no,yes,no,3,2,3,1,2,3,False,1,2
M,15,U,GT3,T,2,2,services,services,father,4,0,no,yes,yes,yes,no,5,5,4,1,2,3,False,5,6
F,16,U,LE3,T,2,4,other,health,father,2,0,no,yes,yes,yes,yes,4,2,2,1,2,3,False,5,2
M,16,U,GT3,T,4,4,health,other,mother,1,0,no,yes,yes,yes,no,3,4,4,1,4,5,False,5,18
F,16,U,GT3,T,2,2,other,other,mother,2,0,no,no,no,yes,yes,5,4,4,1,1,2,False,5,0
M,15,U,GT3,T,3,4,services,services,father,1,0,yes,no,no,yes,no,5,5,5,3,2,5,False,5,0
F,15,U,LE3,A,3,4,other,other,mother,2,0,yes,no,yes,yes,yes,5,3,2,1,1,2,False,1,0
F,19,U,GT3,T,0,1,at_home,other,other,2,3,no,yes,no,no,no,3,4,2,1,1,2,False,5,2
M,18,R,GT3,T,2,2,services,other,mother,1,2,no,yes,yes,yes,no,3,3,3,1,2,3,False,4,0
M,16,R,GT3,T,4,4,teacher,teacher,mother,1,0,no,no,yes,yes,no,3,5,5,2,5,7,True,4,8
F,15,R,GT3,T,3,4,services,teacher,father,3,2,no,yes,no,yes,yes,4,2,2,2,2,4,False,5,0
F,15,U,GT3,T,1,1,at_home,other,mother,1,0,no,yes,yes,yes,yes,4,3,3,1,2,3,False,4,0
F,17,U,LE3,T,2,2,other,other,father,1,0,no,yes,no,yes,yes,3,4,4,1,3,4,False,5,12
F,16,U,GT3,A,3,4,services,other,father,1,0,no,no,no,yes,no,3,2,1,1,4,5,False,5,16
M,15,R,GT3,T,3,4,at_home,teacher,mother,2,0,no,yes,no,yes,yes,5,3,3,1,1,2,False,5,0
F,15,U,GT3,T,4,4,services,at_home,mother,3,0,no,yes,yes,yes,yes,4,3,3,1,1,2,False,5,0
M,17,R,GT3,T,3,4,at_home,other,mother,2,0,no,no,no,yes,no,5,4,5,2,4,6,False,5,0
F,16,U,GT3,A,3,3,other,other,other,1,2,no,yes,yes,yes,yes,4,3,2,1,1,2,False,5,0
M,16,U,LE3,T,1,1,services,other,mother,2,1,no,no,no,yes,yes,4,4,4,1,3,4,False,5,0
F,15,U,GT3,T,4,4,teacher,teacher,mother,1,0,no,no,yes,yes,no,4,3,2,1,1,2,False,5,0
M,15,U,GT3,T,4,3,teacher,services,father,4,0,yes,yes,no,yes,no,2,2,2,1,1,2,False,3,0
M,16,U,LE3,T,2,2,services,services,father,1,2,no,yes,yes,yes,no,2,3,3,2,2,4,False,2,8
F,15,U,GT3,T,4,4,teacher,services,mother,3,0,no,yes,yes,yes,no,4,2,2,1,1,2,False,5,2
F,16,U,LE3,T,1,1,at_home,at_home,mother,1,0,no,no,no,yes,no,3,4,4,3,3,6,False,1,2
M,17,U,GT3,T,2,1,other,other,mother,1,3,no,yes,no,yes,no,5,4,5,1,2,3,False,5,0
F,15,U,GT3,T,1,1,other,services,father,2,0,no,yes,no,yes,no,4,4,2,1,2,3,False,5,0
F,15,U,GT3,T,3,2,health,services,father,2,3,no,yes,no,yes,no,3,3,2,1,1,2,False,3,0
F,15,U,GT3,T,1,2,at_home,other,mother,2,0,no,yes,no,yes,no,4,3,2,1,1,2,False,5,2
M,16,U,GT3,T,4,4,teacher,teacher,mother,1,0,no,yes,no,no,yes,3,3,2,2,1,3,False,5,0
M,15,U,LE3,A,2,1,services,other,mother,1,3,no,no,no,yes,no,4,5,5,2,5,7,True,5,0
M,18,U,LE3,T,1,1,other,other,mother,1,3,no,no,no,no,yes,2,3,5,2,5,7,True,4,0
M,16,U,LE3,T,2,1,at_home,other,mother,1,1,no,no,yes,yes,yes,4,4,4,3,5,8,True,5,6
F,15,R,GT3,T,3,3,services,services,other,3,2,no,yes,yes,yes,yes,4,2,1,2,3,5,False,3,8
M,19,U,GT3,T,3,2,services,at_home,mother,1,3,no,yes,no,no,yes,4,5,4,1,1,2,False,4,0
F,17,U,GT3,T,4,4,other,teacher,mother,1,0,yes,yes,no,yes,yes,4,2,1,1,1,2,False,4,0
M,15,R,GT3,T,2,3,at_home,services,mother,2,0,yes,no,yes,yes,no,4,4,4,1,1,2,False,1,2
M,17,R,LE3,T,1,2,other,other,mother,1,0,no,no,no,yes,no,2,2,2,3,3,6,False,5,8
F,18,R,GT3,T,1,1,at_home,other,mother,1,3,no,yes,yes,yes,no,5,2,5,1,5,6,False,4,6
M,16,R,GT3,T,2,2,at_home,other,mother,1,0,no,no,no,yes,no,4,2,2,1,2,3,False,3,2
M,16,U,GT3,T,3,3,other,services,father,2,1,no,yes,no,yes,yes,4,5,5,4,4,8,True,5,4
M,17,R,LE3,T,2,1,at_home,other,mother,1,2,no,no,yes,no,yes,3,3,2,2,2,4,False,5,0
M,15,R,GT3,T,3,2,other,other,mother,2,2,yes,yes,no,yes,yes,4,4,4,1,4,5,False,3,6
M,16,U,LE3,T,1,2,other,other,mother,1,1,no,no,yes,yes,no,4,4,4,2,4,6,False,5,0
M,17,U,GT3,T,1,3,at_home,services,father,1,0,no,no,no,no,no,5,3,3,1,4,5,False,2,2
M,17,R,LE3,T,1,1,other,services,mother,2,3,no,no,yes,no,yes,5,3,5,1,5,6,False,5,0
M,16,U,GT3,T,3,2,services,services,mother,1,1,no,yes,yes,no,no,4,5,2,1,1,2,False,2,16
M,16,U,GT3,T,2,2,other,other,father,2,0,no,no,no,no,no,4,3,5,2,4,6,False,4,4
F,16,U,GT3,T,4,2,health,services,father,2,0,no,no,no,yes,yes,4,2,3,1,1,2,False,3,0
F,16,U,GT3,T,2,2,other,other,mother,2,0,no,yes,no,yes,no,5,1,5,1,1,2,False,4,0
F,16,U,GT3,T,4,4,health,health,mother,2,0,no,yes,no,yes,yes,4,4,2,1,1,2,False,3,0
M,16,U,GT3,T,3,4,other,other,father,1,2,no,yes,yes,yes,no,3,4,5,2,4,6,False,2,0
M,16,U,GT3,T,1,0,other,other,mother,2,0,no,yes,yes,yes,yes,4,3,2,1,1,2,False,3,2
M,17,U,LE3,T,4,4,teacher,other,mother,2,0,no,yes,yes,yes,no,4,4,4,1,3,4,False,5,0
F,16,U,GT3,T,1,3,at_home,services,mother,2,3,no,no,yes,yes,yes,4,3,5,1,1,2,False,3,0
F,16,U,LE3,T,3,3,other,other,mother,2,0,no,yes,yes,yes,no,4,4,5,1,1,2,False,4,4
M,17,U,LE3,T,4,3,teacher,other,mother,2,0,no,no,yes,yes,no,4,4,4,4,4,8,True,4,4
F,16,U,GT3,T,2,2,services,other,mother,2,0,no,no,yes,yes,no,3,4,4,1,4,5,False,5,2
M,17,U,GT3,T,3,3,other,other,father,2,0,no,no,yes,yes,no,4,3,4,1,4,5,False,4,4
M,16,R,GT3,T,4,2,teacher,services,mother,1,0,no,yes,yes,yes,yes,4,3,3,3,4,7,True,3,10
M,17,U,GT3,T,4,3,other,other,mother,2,0,no,yes,yes,yes,yes,5,2,3,1,1,2,False,2,4
M,16,U,GT3,T,4,3,teacher,other,mother,2,0,no,yes,yes,yes,no,3,4,3,2,3,5,False,3,10
M,16,U,GT3,T,3,3,services,other,mother,2,0,no,no,yes,yes,yes,4,2,3,1,2,3,False,3,2
F,17,U,GT3,T,2,4,services,services,father,2,0,no,yes,yes,yes,no,5,4,2,2,3,5,False,5,0
F,17,U,LE3,T,3,3,other,other,mother,2,0,no,yes,yes,yes,yes,5,3,3,2,3,5,False,1,56
F,16,U,GT3,T,3,2,other,other,mother,2,0,no,yes,no,yes,no,1,2,2,1,2,3,False,1,14
M,17,U,GT3,T,3,3,services,services,mother,2,0,no,yes,yes,yes,yes,4,3,4,2,3,5,False,4,12
M,16,U,GT3,T,1,2,services,services,mother,1,0,no,yes,yes,yes,yes,3,3,3,1,2,3,False,3,2
M,16,U,LE3,T,2,1,other,other,mother,2,0,no,no,yes,yes,yes,4,2,3,1,2,3,False,5,0
F,17,U,GT3,A,3,3,health,other,mother,2,0,no,yes,no,yes,yes,3,3,3,1,3,4,False,3,6
M,17,R,GT3,T,1,2,at_home,other,mother,2,0,no,no,no,yes,no,3,1,3,1,5,6,False,3,4
F,16,U,GT3,T,2,3,services,services,mother,2,0,no,no,no,yes,no,4,3,3,1,1,2,False,2,10
F,17,U,GT3,T,1,1,at_home,services,mother,2,0,no,no,yes,yes,no,5,3,3,1,1,2,False,3,0
M,17,U,GT3,T,1,2,at_home,services,other,2,0,no,no,yes,yes,no,4,4,4,4,5,9,True,5,12
M,16,R,GT3,T,3,3,services,services,mother,1,0,no,yes,yes,yes,no,4,3,2,3,4,7,True,5,8
M,16,U,GT3,T,2,3,other,other,father,1,0,no,no,no,yes,no,5,3,3,1,1,2,False,3,0
F,17,U,LE3,T,2,4,services,services,father,2,0,no,no,yes,yes,yes,4,3,2,1,1,2,False,5,0
